age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
45,1,2,0,1,-183,0,1,0,15,5,395,4,-1,0,3,0
31,1,1,1,0,472,1,0,2,13,8,907,2,-1,0,3,0
23,2,2,0,0,4,1,0,2,13,8,395,2,-1,0,3,1
37,2,2,1,0,20453,1,0,1,4,8,115,1,-1,0,3,0
75,1,1,1,0,6053,0,0,0,11,3,865,2,190,1,0,0
32,9,0,1,0,-399,1,0,2,2,6,180,1,-1,0,3,0
53,10,1,0,0,980,1,0,0,3,2,352,1,-1,0,3,1
38,1,1,0,0,0,1,0,2,3,6,179,2,-1,0,3,0
42,4,1,2,0,520,0,0,0,4,9,158,1,-1,0,3,0
58,0,1,1,0,3496,1,0,2,2,6,111,4,-1,0,3,0
46,7,0,1,0,5,1,1,0,29,4,305,2,-1,0,3,0
38,4,1,2,0,7124,0,0,2,16,6,301,6,-1,0,3,0
42,9,2,2,0,-411,1,0,0,12,8,78,5,292,3,0,0
36,4,1,1,0,1825,1,0,0,14,8,24,1,346,1,0,0
26,8,2,1,0,2572,1,0,0,5,8,620,1,-1,0,3,0
55,9,2,2,0,-703,1,0,0,8,8,123,3,-1,0,3,0
36,0,1,1,0,465,1,0,2,20,8,160,1,-1,0,3,0
36,4,2,2,0,613,0,0,0,7,1,86,2,-1,0,3,0
38,9,1,1,0,4030,1,0,0,19,9,75,2,177,5,0,0
59,4,0,2,0,0,1,0,0,31,5,52,8,-1,0,3,0
39,3,1,0,0,267,0,0,2,9,6,1151,5,-1,0,3,0
32,9,2,1,0,6402,1,0,0,6,8,158,1,167,1,2,0
50,7,1,1,0,254,1,0,0,15,0,397,2,337,1,0,0
40,7,1,1,0,4157,1,0,2,15,8,735,1,-1,0,3,0
50,2,1,1,0,665,0,0,1,17,9,238,1,-1,0,3,0
38,2,1,1,0,157,0,1,0,15,8,57,11,366,1,1,0
32,0,1,1,0,923,1,0,0,17,0,819,4,-1,0,3,0
50,4,1,2,0,-470,1,0,0,8,8,506,2,170,3,0,0
31,1,0,1,0,-452,1,0,2,26,8,182,5,-1,0,3,0
47,9,1,1,0,1167,1,0,0,30,0,968,1,87,5,0,1
59,3,1,1,0,345,0,0,2,9,6,38,1,-1,0,3,0
38,1,1,1,0,5092,1,0,2,17,6,145,6,-1,0,3,0
53,9,1,2,0,431,1,0,2,11,6,74,1,-1,0,3,0
35,9,1,1,0,2,0,0,1,28,4,653,3,-1,0,3,0
30,9,2,2,0,1185,1,0,0,30,0,284,1,339,1,0,0
42,0,2,1,0,243,1,0,2,14,8,46,5,-1,0,3,0
56,0,1,1,0,1504,1,0,2,29,8,66,2,-1,0,3,0
36,9,2,2,0,40,0,0,0,26,1,359,3,-1,0,3,0
42,2,1,2,0,157,1,1,2,7,8,650,1,-1,0,3,0
46,6,1,2,0,137,1,1,2,5,8,246,1,-1,0,3,0
65,5,1,0,0,493,0,0,0,16,10,622,1,182,1,0,0
42,1,1,0,0,2519,1,0,2,15,8,262,4,-1,0,3,0
43,4,1,2,0,291,1,0,2,9,8,150,2,-1,0,3,0
40,9,1,1,0,1819,0,0,0,5,6,398,2,-1,0,3,0
44,9,0,1,0,316,1,0,0,21,5,163,3,-1,0,3,0
57,1,1,0,0,179,0,0,2,9,6,230,3,-1,0,3,0
30,7,2,1,0,334,0,0,0,29,4,389,2,-1,0,3,0
37,10,1,1,0,1978,0,0,0,9,11,404,1,182,1,2,1
41,0,1,1,0,5110,1,0,0,13,0,231,1,-1,0,3,0
28,9,2,1,0,126,0,0,0,3,7,229,1,-1,0,3,0
34,4,1,2,0,4170,1,0,2,21,8,935,1,-1,0,3,0
35,9,1,2,0,0,1,1,0,23,11,112,1,62,6,1,0
83,5,0,0,0,0,0,0,1,31,8,664,1,77,3,2,0
39,6,1,2,0,585,1,0,0,18,9,48,1,181,3,0,0
39,1,1,0,0,3705,1,0,2,16,6,77,1,-1,0,3,0
25,9,2,1,0,505,0,1,0,17,9,386,2,-1,0,3,1
35,9,2,1,0,126,0,0,0,22,1,112,2,-1,0,3,0
38,0,1,1,0,3732,1,0,2,21,8,379,2,-1,0,3,0
32,1,1,1,0,1905,1,0,0,16,5,709,2,-1,0,3,1
30,0,2,1,0,1009,1,0,0,29,4,253,1,-1,0,3,0
25,8,1,2,0,0,1,0,0,9,5,160,1,-1,0,3,0
39,1,1,3,0,0,0,0,0,2,3,731,1,193,3,0,0
39,10,1,1,0,270,1,0,2,3,6,116,1,-1,0,3,0
29,6,1,2,0,3931,1,0,2,3,6,73,4,-1,0,3,0
42,1,1,1,0,-422,0,0,0,9,5,31,1,-1,0,3,0
34,2,1,1,0,-139,1,1,2,27,8,492,2,-1,0,3,0
31,0,0,1,0,1210,0,0,0,16,5,350,1,-1,0,3,0
39,7,2,1,0,7066,1,0,0,15,8,667,3,357,3,1,1
36,2,1,2,0,6,0,0,1,30,10,246,1,-1,0,3,0
37,6,2,2,0,556,0,0,2,17,6,200,2,-1,0,3,0
51,1,0,1,0,1069,1,0,2,30,8,247,2,-1,0,3,0
35,9,2,2,0,3552,0,0,0,21,9,267,1,-1,0,3,0
37,2,1,2,0,2685,0,0,2,20,6,187,2,-1,0,3,0
36,4,2,1,0,0,0,0,0,13,1,333,5,-1,0,3,0
43,1,1,0,0,-93,1,0,2,26,8,402,2,-1,0,3,0
53,4,1,0,0,4086,0,0,2,20,6,14,3,-1,0,3,0
26,7,2,1,0,1347,0,0,1,18,6,280,6,92,5,1,1
27,8,2,1,0,1566,0,0,0,30,4,164,5,-1,0,3,0
34,0,2,1,0,10,0,1,0,18,9,162,1,173,3,0,0
41,1,0,0,0,664,0,1,0,15,5,955,5,-1,0,3,1
48,1,1,3,0,439,1,0,0,2,3,212,1,249,2,1,0
59,9,1,0,0,3163,1,0,2,29,8,240,2,-1,0,3,0
23,1,2,0,0,8627,1,0,2,3,6,281,1,-1,0,3,0
40,4,1,0,0,733,1,0,2,6,6,94,7,-1,0,3,0
35,9,1,1,0,327,1,0,0,13,0,537,3,-1,0,3,0
32,4,2,2,0,131,0,0,2,3,6,267,3,-1,0,3,0
58,3,1,0,0,419,0,1,2,5,6,295,3,-1,0,3,0
53,7,0,1,0,765,1,0,0,14,8,959,3,174,7,1,1
44,9,0,1,0,0,0,0,0,12,1,56,2,-1,0,3,0
42,4,0,2,0,16,0,0,0,19,9,140,3,-1,0,3,0
27,9,2,1,0,15,1,0,0,25,5,67,3,-1,0,3,0
49,1,1,2,0,1784,0,0,2,12,6,753,1,-1,0,3,0
48,4,1,0,0,247,1,1,2,14,8,145,1,-1,0,3,0
51,0,1,1,0,1415,1,0,2,2,6,151,3,-1,0,3,0
46,7,1,1,0,4,0,0,0,30,0,268,1,261,5,1,1
56,4,1,2,0,3172,1,0,0,5,3,139,1,-1,0,3,0
35,8,2,3,0,0,0,0,1,28,4,122,3,-1,0,3,0
32,7,2,1,0,152,1,0,0,25,8,158,2,-1,0,3,1
37,7,0,1,0,490,1,0,0,2,3,73,1,-1,0,3,0
54,9,0,1,0,784,1,1,2,15,8,579,1,-1,0,3,0
35,9,1,1,0,0,1,0,0,9,9,524,1,96,5,2,1
46,1,1,0,0,328,1,0,2,21,8,526,8,-1,0,3,0
52,9,1,1,0,1818,0,1,0,17,9,189,2,111,4,0,0
46,0,1,1,0,120,1,0,2,14,8,20,11,-1,0,3,0
31,6,2,2,1,-282,1,0,0,20,9,131,3,-1,0,3,0
42,9,1,1,0,1048,1,0,1,6,3,23,2,-1,0,3,0
38,10,1,0,0,-363,0,0,2,12,6,340,2,-1,0,3,0
51,0,0,1,0,340,1,0,2,8,8,186,1,-1,0,3,0
28,10,1,1,0,655,1,0,2,4,6,606,2,-1,0,3,0
32,9,1,1,0,485,0,0,0,26,1,98,14,-1,0,3,0
58,6,1,0,0,671,1,0,2,17,6,16,3,-1,0,3,0
36,4,2,2,0,243,1,0,0,7,8,160,2,360,3,0,0
29,4,2,1,0,-105,1,0,2,27,8,5,3,-1,0,3,0
50,1,1,1,0,283,1,0,0,7,1,226,3,-1,0,3,0
40,9,1,1,0,697,0,0,0,24,6,220,2,219,2,1,0
59,6,1,2,0,185,0,0,0,22,6,177,5,138,1,0,0
42,9,1,1,0,473,1,0,0,7,5,216,5,-1,0,3,0
51,1,1,0,0,5050,0,1,2,16,6,75,7,-1,0,3,0
35,3,1,2,0,11219,0,0,0,12,1,699,2,79,1,0,0
30,6,1,1,0,1772,1,0,0,13,0,158,4,-1,0,3,0
38,9,1,2,0,432,1,0,0,15,8,10,2,373,1,1,0
47,7,1,2,0,871,0,0,0,22,1,602,9,-1,0,3,0
56,7,1,1,0,22196,1,0,0,21,9,189,1,-1,0,3,0
35,3,1,0,0,0,1,0,0,14,5,340,3,-1,0,3,0
27,8,2,1,0,213,0,0,0,27,7,378,1,-1,0,3,1
42,1,1,0,0,-119,1,0,0,22,5,167,3,-1,0,3,0
44,0,2,1,0,2524,0,0,2,19,6,82,1,-1,0,3,0
40,9,2,1,0,641,0,0,0,16,5,156,6,-1,0,3,0
31,1,2,2,0,462,1,1,2,19,8,147,1,-1,0,3,0
38,1,1,1,0,0,1,0,0,13,8,57,5,349,1,1,0
46,1,1,1,0,0,1,0,0,8,8,264,2,-1,0,3,0
42,2,1,2,0,233,0,0,0,5,3,446,1,-1,0,3,0
56,4,1,2,0,21664,0,0,2,17,6,214,8,-1,0,3,0
41,0,1,1,0,920,1,1,2,27,8,239,1,-1,0,3,0
64,5,0,2,0,890,0,0,0,3,5,531,3,-1,0,3,0
47,0,0,1,0,1139,1,0,0,11,5,106,2,-1,0,3,0
40,4,2,2,0,1509,0,0,0,15,7,144,2,124,1,0,0
32,9,1,1,0,84,0,1,0,29,5,403,3,-1,0,3,0
40,6,1,1,0,2,0,0,0,22,1,197,5,-1,0,3,0
45,10,0,0,0,757,0,0,0,20,0,103,1,325,4,0,0
31,7,1,1,0,-331,1,0,2,23,8,203,5,-1,0,3,0
31,1,1,1,0,360,1,1,0,29,4,89,1,241,1,0,0
38,9,1,1,0,226,1,0,2,30,8,762,3,-1,0,3,1
56,5,1,0,0,-1,0,0,0,27,1,89,23,-1,0,3,0
30,9,2,2,0,411,0,0,0,21,0,142,1,-1,0,3,0
39,7,1,1,0,1438,1,0,2,20,8,212,2,-1,0,3,0
25,1,2,0,0,-221,1,0,2,23,8,250,1,-1,0,3,0
45,9,1,1,0,2571,0,0,2,18,6,146,2,-1,0,3,0
33,0,2,2,0,621,0,0,0,8,5,217,1,-1,0,3,0
75,5,0,1,0,1341,0,0,0,18,2,415,7,-1,0,3,1
55,0,1,1,0,0,0,0,0,23,11,180,2,238,3,2,0
33,1,0,0,0,142,1,0,1,11,8,41,2,300,5,0,0
36,1,2,1,0,219,1,1,0,11,8,270,2,347,1,0,0
27,8,2,1,0,268,1,0,0,13,8,528,1,358,2,0,0
44,4,1,2,0,22,1,0,0,6,1,265,2,-1,0,3,0
32,0,1,1,0,76,1,0,2,21,8,189,2,-1,0,3,0
35,0,0,1,0,148,0,1,0,8,5,199,1,-1,0,3,0
33,7,1,1,0,478,0,0,0,30,0,475,2,-1,0,3,1
39,4,1,1,0,0,1,0,0,27,1,63,3,-1,0,3,0
57,9,1,0,0,0,0,0,2,5,6,58,8,-1,0,3,0
33,4,1,2,0,273,1,0,2,16,8,803,1,-1,0,3,1
37,4,1,2,0,5106,0,0,0,30,0,244,1,-1,0,3,1
25,2,2,2,0,16874,1,1,0,15,8,117,2,-1,0,3,0
50,6,1,2,0,202,1,0,0,15,0,107,1,148,4,0,0
34,6,2,2,0,5462,0,0,0,30,0,430,1,-1,0,3,1
49,9,1,2,0,3726,0,0,0,5,1,875,2,-1,0,3,1
38,3,1,0,0,21,0,0,0,26,1,634,2,-1,0,3,0
73,5,1,0,0,796,0,0,0,23,10,427,1,182,2,0,1
60,5,1,0,0,71,0,0,0,10,5,121,3,-1,0,3,0
47,7,1,1,0,2597,1,0,2,16,8,323,1,-1,0,3,0
58,4,1,2,0,541,1,0,0,8,8,98,1,-1,0,3,0
51,4,1,2,0,1612,0,0,0,16,7,384,1,182,5,0,0
36,9,1,1,0,23,1,0,0,8,8,152,2,347,1,0,0
28,9,2,2,0,356,0,0,0,2,7,76,2,-1,0,3,0
25,8,1,2,0,10,1,0,0,21,5,857,4,-1,0,3,1
44,0,1,1,0,5181,1,1,0,31,5,18,7,-1,0,3,0
58,5,1,0,0,5092,0,0,2,11,6,199,6,-1,0,3,0
29,1,2,1,0,-20,0,1,0,21,5,574,1,-1,0,3,1
47,7,1,1,0,2322,0,0,0,22,1,618,1,-1,0,3,0
28,1,2,1,0,1065,1,1,0,17,0,406,1,317,1,0,0
52,7,1,1,0,2072,0,0,0,10,5,224,1,-1,0,3,0
38,8,2,2,0,807,0,0,0,27,3,74,2,-1,0,3,0
38,9,2,1,0,173,0,0,0,29,1,150,4,-1,0,3,0
31,9,2,1,0,40,0,0,0,7,1,123,2,-1,0,3,0
30,2,1,1,0,946,1,0,0,19,9,1065,1,183,1,1,0
59,11,1,3,0,3940,0,0,2,5,6,48,2,-1,0,3,0
49,9,1,2,0,1235,0,0,0,13,1,354,3,-1,0,3,1
53,3,1,0,0,104,0,1,2,5,6,701,1,-1,0,3,1
32,7,1,1,0,1464,1,0,2,3,6,193,1,-1,0,3,0
49,1,1,3,0,3096,0,0,2,16,6,147,2,-1,0,3,0
36,7,1,1,0,3064,1,0,1,11,8,1143,4,-1,0,3,0
30,1,1,1,0,-28,1,0,0,18,8,284,2,371,1,0,0
64,5,1,0,0,43,0,0,0,11,7,117,1,91,1,2,0
55,5,1,0,0,4424,0,0,0,5,1,67,4,-1,0,3,0
39,4,1,2,0,894,1,0,0,20,0,491,1,326,1,1,0
34,7,1,1,0,0,0,1,2,2,5,193,4,-1,0,3,0
43,0,1,1,0,264,1,0,0,17,0,113,2,-1,0,3,0
32,4,1,2,0,55,0,0,0,2,3,124,3,-1,0,3,0
60,5,1,0,0,5,0,0,0,26,1,63,2,-1,0,3,0
41,1,1,1,0,1459,0,0,2,5,6,82,1,-1,0,3,0
35,10,2,1,0,2116,1,0,0,13,8,409,2,-1,0,3,0
54,9,1,2,0,876,0,0,0,27,10,269,3,541,3,2,1
55,5,1,0,0,3334,0,0,0,14,1,632,4,-1,0,3,1
53,4,1,3,0,2240,1,0,0,2,6,282,2,385,1,2,1
40,7,1,1,0,113,1,0,2,4,6,126,1,-1,0,3,0
54,1,1,0,0,2281,1,0,2,20,6,158,1,-1,0,3,0
44,1,1,1,0,1071,1,0,0,11,8,143,3,357,1,0,0
38,1,1,1,0,213,1,0,2,16,6,270,15,-1,0,3,0
39,6,1,1,0,167,1,1,0,17,5,330,1,-1,0,3,0
37,9,1,1,0,4030,1,0,2,26,8,178,5,-1,0,3,0
33,6,1,2,0,483,1,0,0,3,3,280,2,-1,0,3,0
40,0,1,1,0,1327,1,1,2,26,8,76,2,-1,0,3,0
29,7,0,1,0,84,1,0,0,13,0,1101,2,-1,0,3,1
35,1,1,0,0,-12,1,0,2,12,8,212,5,-1,0,3,0
50,0,1,1,0,231,1,0,0,21,9,397,2,-1,0,3,0
28,9,2,2,0,0,1,0,2,4,6,205,6,-1,0,3,0
54,9,1,1,0,89,1,0,0,10,5,140,3,-1,0,3,0
41,4,1,2,0,437,1,0,2,3,6,14,21,-1,0,3,0
30,1,2,1,0,178,1,0,2,20,8,747,5,-1,0,3,0
44,4,2,2,0,-1313,1,1,0,15,8,104,10,-1,0,3,0
49,1,1,0,0,937,1,0,2,12,6,66,1,-1,0,3,0
46,4,0,2,0,1297,0,0,0,11,1,716,3,-1,0,3,1
44,2,1,2,0,0,1,0,2,9,5,300,1,-1,0,3,0
44,0,1,1,0,205,0,0,0,3,9,289,1,-1,0,3,1
42,1,1,0,0,969,1,0,0,13,8,721,1,-1,0,3,0
38,2,1,2,0,0,1,0,0,18,9,185,3,-1,0,3,0
31,7,1,1,0,388,1,0,2,5,8,730,2,-1,0,3,0
44,1,1,1,0,2523,1,0,2,29,8,1236,2,-1,0,3,0
37,1,1,1,0,103,1,0,0,12,8,153,1,-1,0,3,0
42,9,1,1,0,-1310,1,1,2,28,8,162,1,-1,0,3,0
39,1,1,0,0,1506,1,0,0,11,8,299,2,-1,0,3,0
46,0,1,1,0,3098,1,0,1,21,9,192,9,-1,0,3,0
35,1,1,0,0,11,1,0,2,13,8,326,4,-1,0,3,0
55,9,0,1,0,61,1,1,0,25,1,113,3,-1,0,3,0
44,10,2,1,0,3945,0,0,0,28,4,255,1,-1,0,3,0
34,0,1,2,0,35,1,0,0,15,10,76,1,69,2,0,0
50,10,1,1,0,1772,0,0,0,29,5,206,4,-1,0,3,0
40,9,1,1,0,2715,1,0,2,29,8,125,2,-1,0,3,0
72,1,1,0,0,4415,0,0,1,13,10,120,1,-1,0,3,0
33,4,2,2,0,201,1,0,0,19,9,171,1,183,1,0,0
32,4,1,1,0,6217,1,1,0,18,9,486,2,181,2,0,0
37,1,1,0,0,0,1,0,2,26,8,24,1,-1,0,3,0
25,1,1,0,1,-589,1,0,2,3,6,233,1,-1,0,3,0
33,10,1,2,0,302,1,1,0,16,0,670,1,-1,0,3,0
36,9,2,1,0,1521,1,0,2,16,6,243,2,-1,0,3,0
42,9,2,3,0,344,1,0,2,3,6,26,7,-1,0,3,0
32,9,2,2,0,741,1,0,0,11,1,238,1,-1,0,3,0
46,1,1,3,0,9328,1,0,0,5,8,725,3,-1,0,3,1
37,0,2,1,0,0,1,0,0,16,0,640,2,-1,0,3,0
50,1,1,1,0,579,0,0,0,26,1,83,4,-1,0,3,0
59,6,1,0,0,0,1,0,1,28,5,97,2,-1,0,3,0
36,7,1,1,0,3064,1,0,1,26,1,240,3,107,4,0,0
47,1,1,0,0,320,0,0,1,30,5,203,2,-1,0,3,0
36,9,1,1,0,55,1,0,0,13,8,38,2,369,4,0,0
44,4,1,2,0,773,0,1,0,9,5,618,1,-1,0,3,0
32,7,1,1,0,38,1,0,0,15,8,744,1,-1,0,3,1
43,10,0,1,0,1577,1,0,0,19,9,87,1,-1,0,3,0
43,9,1,1,0,-932,1,0,0,16,0,567,1,-1,0,3,0
45,0,1,1,0,248,0,0,0,16,5,212,2,-1,0,3,0
49,2,1,0,0,199,0,0,2,13,8,113,2,-1,0,3,0
26,7,2,1,1,-162,1,0,0,15,8,44,2,-1,0,3,0
38,9,2,2,0,25,1,0,0,1,6,232,2,-1,0,3,1
42,3,1,0,0,1,1,0,1,28,5,59,5,-1,0,3,0
36,1,1,1,0,141,1,0,2,23,8,106,3,-1,0,3,0
51,4,1,2,0,176,1,1,2,1,6,8,1,687,2,0,0
28,9,2,1,0,227,0,0,0,30,0,278,1,-1,0,3,1
45,4,2,2,0,16,0,0,0,31,5,59,2,-1,0,3,0
38,4,1,2,0,-70,1,0,0,30,4,140,1,2,3,1,0
35,9,1,1,0,94,1,1,2,14,8,208,5,-1,0,3,0
37,9,2,1,0,61,1,0,2,19,8,182,8,-1,0,3,0
36,1,0,0,0,-308,1,0,0,12,8,725,1,-1,0,3,1
34,4,2,2,0,184,0,0,0,22,5,203,4,-1,0,3,0
38,4,2,2,0,1704,0,0,0,1,11,222,1,-1,0,3,0
25,8,2,2,0,5,0,0,0,29,11,138,1,-1,0,3,0
34,9,2,2,0,9851,1,0,0,20,9,128,5,-1,0,3,0
28,9,2,2,0,2269,1,0,2,9,8,331,1,-1,0,3,0
46,4,1,2,0,964,1,0,0,8,0,174,1,-1,0,3,0
48,4,2,2,0,414,0,0,0,21,5,761,2,-1,0,3,0
35,5,1,0,0,285,1,0,0,29,4,136,1,-1,0,3,0
58,9,1,1,0,116,0,0,2,16,6,580,3,-1,0,3,0
26,1,2,1,0,592,1,1,2,27,8,174,1,-1,0,3,0
28,9,2,1,0,1453,1,0,0,12,8,246,1,343,1,1,0
43,10,1,0,0,960,1,1,2,15,8,241,2,-1,0,3,0
30,4,2,2,0,7845,1,0,2,3,6,59,1,-1,0,3,0
31,9,2,1,0,1094,1,0,2,12,6,93,8,-1,0,3,0
43,2,1,2,0,210,0,0,0,29,5,646,2,-1,0,3,0
59,0,1,1,0,2381,0,0,0,30,0,173,2,-1,0,3,0
48,4,1,2,1,-13,1,0,0,15,8,20,6,291,2,1,0
59,5,1,3,0,0,0,0,2,8,8,425,6,-1,0,3,0
45,1,1,1,0,115,0,0,0,11,1,209,4,-1,0,3,0
48,2,1,1,0,725,0,1,0,10,5,105,1,-1,0,3,0
30,8,2,2,0,34,1,0,2,6,8,289,1,-1,0,3,0
30,9,2,2,0,699,1,0,0,11,1,213,4,-1,0,3,0
36,4,1,2,0,222,1,0,0,6,8,317,1,169,2,0,0
30,4,2,2,1,35,0,0,0,30,5,185,4,-1,0,3,0
60,6,2,1,0,27,0,0,0,22,1,40,2,-1,0,3,0
47,4,1,3,0,150,0,0,2,9,6,52,1,-1,0,3,0
58,3,1,0,0,435,1,0,1,28,5,122,6,-1,0,3,0
52,4,1,2,0,-1224,1,0,0,7,8,253,4,-1,0,3,0
53,4,1,2,0,37,0,0,0,28,1,51,9,-1,0,3,0
59,4,1,2,0,1585,0,0,1,28,1,91,5,-1,0,3,0
38,7,1,1,0,0,1,0,1,28,5,121,2,-1,0,3,0
30,0,2,1,0,127,1,0,0,18,8,16,6,368,1,1,0
41,9,1,1,0,0,0,0,0,29,1,141,2,-1,0,3,0
51,7,1,1,0,867,1,0,0,3,3,177,2,211,3,0,0
38,4,2,2,0,16957,1,0,1,29,4,208,1,247,2,0,0
41,7,1,2,0,412,1,0,2,3,6,154,5,-1,0,3,0
59,3,1,0,0,235,0,0,0,13,1,119,2,-1,0,3,0
40,6,1,0,0,92,1,0,2,13,8,92,1,-1,0,3,0
38,4,1,2,0,1198,1,0,0,2,3,63,1,-1,0,3,0
68,5,1,1,0,19317,1,0,0,4,1,249,1,-1,0,3,1
39,7,1,1,0,0,1,0,0,8,8,503,1,-1,0,3,0
45,0,1,1,0,295,1,0,0,23,5,92,1,-1,0,3,0
59,9,0,1,0,879,1,0,2,26,8,228,1,-1,0,3,0
30,3,2,2,0,868,0,0,0,7,1,387,2,-1,0,3,0
59,1,1,0,0,0,0,0,0,18,9,167,2,-1,0,3,0
52,10,1,0,0,20,1,0,1,28,4,172,1,-1,0,3,0
26,6,2,2,0,1153,0,0,0,4,8,238,3,-1,0,3,0
19,8,2,0,0,103,0,0,0,10,5,104,2,-1,0,3,1
28,9,1,1,0,232,1,1,0,29,4,72,1,261,1,0,0
29,4,1,2,0,451,0,0,0,28,4,451,1,-1,0,3,0
35,4,1,2,0,106,0,1,0,11,1,588,2,-1,0,3,0
51,1,1,1,0,397,1,0,0,20,1,293,2,-1,0,3,0
38,4,1,2,0,223,0,0,0,28,4,63,1,-1,0,3,0
60,0,1,1,0,-396,1,0,0,11,8,443,1,350,1,0,0
38,1,1,0,0,1327,1,0,0,20,9,277,1,-1,0,3,0
39,0,2,3,0,0,1,0,0,11,8,62,1,-1,0,3,0
39,0,0,1,0,1022,1,0,2,20,6,20,3,-1,0,3,0
32,4,1,2,0,-55,1,0,0,26,1,107,4,-1,0,3,0
70,5,1,1,0,616,0,0,0,27,0,149,2,182,1,0,0
49,5,1,0,0,1672,0,0,0,17,5,128,3,-1,0,3,0
51,3,1,0,0,30,1,0,0,14,5,333,2,-1,0,3,0
41,1,1,0,0,389,1,0,2,16,6,127,2,-1,0,3,0
35,4,2,2,0,747,0,0,0,23,3,141,2,176,3,0,0
27,6,1,1,0,-220,1,0,2,26,8,138,2,-1,0,3,0
41,4,0,2,0,4567,1,1,0,16,5,106,1,-1,0,3,0
34,3,1,2,0,0,0,0,0,26,8,141,1,188,1,0,0
29,10,2,1,0,486,0,0,1,30,0,95,1,-1,0,3,0
29,10,2,2,0,991,0,0,0,5,3,563,1,-1,0,3,0
39,4,2,2,0,816,1,0,0,27,1,37,3,-1,0,3,0
35,4,0,2,0,0,1,0,1,29,10,171,1,-1,0,3,1
77,5,1,0,0,680,0,0,1,27,9,341,4,94,3,0,0
56,4,1,3,0,353,0,1,0,25,5,171,2,-1,0,3,0
56,1,1,0,0,420,1,0,2,9,8,76,1,-1,0,3,0
35,4,1,2,0,2682,1,0,0,9,5,156,1,-1,0,3,0
77,5,1,1,0,610,0,0,0,13,1,766,3,-1,0,3,0
56,6,1,1,0,800,0,1,0,9,5,170,1,-1,0,3,0
37,7,1,1,0,658,1,0,1,23,5,175,1,-1,0,3,0
53,0,2,1,0,1178,1,0,2,15,8,295,2,-1,0,3,0
28,8,2,1,0,459,0,0,0,16,7,83,13,-1,0,3,0
31,10,2,1,0,-186,1,0,2,26,8,172,3,-1,0,3,0
56,2,1,3,0,575,0,0,2,20,6,18,2,-1,0,3,0
42,4,1,1,0,1331,0,0,0,23,5,698,2,-1,0,3,0
31,9,2,3,0,187,0,0,0,17,5,86,1,-1,0,3,0
30,10,1,1,0,1210,0,0,0,9,5,100,4,-1,0,3,0
40,1,1,1,0,498,1,0,0,8,8,55,2,298,4,0,0
52,9,0,1,0,204,0,0,0,7,1,134,2,-1,0,3,0
41,9,0,1,0,348,1,0,0,7,8,225,2,275,2,0,0
53,1,2,1,0,5715,0,0,0,28,4,287,2,-1,0,3,0
42,0,0,1,0,936,0,0,0,30,4,931,1,-1,0,3,1
41,1,2,1,0,75,1,0,2,1,5,479,9,-1,0,3,1
34,4,1,2,0,4831,1,0,0,4,3,265,1,-1,0,3,0
70,5,1,0,0,3782,0,0,0,16,7,618,1,-1,0,3,0
29,4,2,2,0,4210,1,0,0,18,8,119,1,-1,0,3,0
39,2,1,2,0,2,1,0,0,17,9,180,1,-1,0,3,0
28,1,2,0,0,1199,1,0,0,30,5,1011,20,-1,0,3,0
42,4,1,2,0,603,1,0,0,5,9,298,5,-1,0,3,0
83,5,0,0,0,1097,0,0,1,5,7,181,1,-1,0,3,1
36,1,0,0,0,117,1,0,2,2,6,123,4,-1,0,3,0
27,9,1,1,0,7,1,0,2,15,8,98,2,-1,0,3,0
33,7,0,1,0,991,1,0,2,27,8,148,1,-1,0,3,0
26,0,2,1,0,802,0,0,0,30,4,77,1,2,2,1,0
43,1,1,1,0,3060,1,0,2,15,8,253,2,-1,0,3,0
30,8,2,2,0,7513,0,0,0,11,1,269,2,-1,0,3,0
29,7,1,1,0,11417,1,0,2,28,8,272,2,-1,0,3,0
34,10,1,1,0,0,1,0,0,13,8,172,1,-1,0,3,0
38,2,1,2,0,6704,1,0,2,21,8,205,2,-1,0,3,0
38,1,1,1,0,121,1,1,0,6,3,168,1,212,2,0,0
37,4,1,2,0,1698,1,0,2,6,6,95,2,-1,0,3,0
31,4,2,2,0,0,0,0,0,28,1,38,16,-1,0,3,0
48,1,1,1,0,333,1,0,0,14,8,24,6,-1,0,3,0
31,9,1,1,0,0,0,1,0,19,1,144,4,-1,0,3,0
56,5,1,1,0,344,1,0,2,15,8,221,1,-1,0,3,0
37,1,2,0,0,6969,1,0,2,20,8,412,1,-1,0,3,0
42,0,1,1,0,4209,1,0,2,5,6,57,6,-1,0,3,0
32,0,2,2,0,-59,0,1,2,4,5,192,1,-1,0,3,0
41,1,1,1,0,338,1,0,2,14,8,87,1,-1,0,3,0
32,1,2,1,0,2,0,0,2,9,8,144,2,-1,0,3,0
54,1,1,1,0,-630,0,0,2,23,8,173,1,-1,0,3,0
45,9,1,1,0,88,0,0,0,29,1,150,2,-1,0,3,0
46,4,0,2,0,134,0,0,0,19,1,134,2,-1,0,3,0
41,4,0,2,0,369,1,0,1,22,1,9,3,-1,0,3,0
37,4,2,2,0,815,1,0,0,7,8,77,1,-1,0,3,0
37,1,1,0,0,543,1,0,2,21,8,281,1,-1,0,3,0
36,4,1,2,0,0,1,0,0,28,4,60,1,250,1,1,0
27,10,2,1,0,3276,0,0,0,5,1,106,1,110,2,1,0
